Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Civil_Twilight,Year,Month
MapQuest,3,2019-12-01 16:42:38,2019-12-01 19:05:18,40.193577000000005,-74.601089,Trenton,Mercer,NJ,35.0,26.0,96.0,29.36,2.0,13.0,0.15,Rain,Day,2019,12.0
MapQuest,2,2019-12-01 17:07:09,2019-12-01 19:26:52,40.857105,-73.968361,Fort Lee,Bergen,NJ,34.0,26.0,89.0,29.65,2.0,10.0,0.07,Rain,Night,2019,12.0
MapQuest,3,2019-12-01 17:23:23,2019-12-01 19:25:59,40.851715000000006,-73.952568,Fort Lee,Bergen,NJ,34.0,25.0,89.0,29.64,4.0,12.0,0.14,Light Rain,Night,2019,12.0
MapQuest,2,2019-12-01 19:07:31,2019-12-02 00:03:39,40.776428,-74.04091600000001,North Bergen,Hudson,NJ,39.0,30.0,93.0,29.45,4.0,16.0,0.08,Light Rain,Night,2019,12.0
MapQuest,3,2019-12-01 21:05:06,2019-12-02 00:03:49,39.868140999999994,-75.102379,Bellmawr,Camden,NJ,40.0,31.0,86.0,29.43,10.0,18.0,0.0,Light Rain,Night,2019,12.0
MapQuest,2,2019-12-02 05:23:38,2019-12-02 06:22:44,40.780464,-74.04937,North Bergen,Hudson,NJ,36.0,30.0,93.0,29.34,8.0,8.0,0.01,Light Rain,Night,2019,12.0
MapQuest,3,2019-12-02 05:28:56,2019-12-02 06:28:31,40.892421999999996,-74.664856,Ledgewood,Morris,NJ,32.0,24.0,92.0,29.06,1.0,9.0,0.0,Wintry Mix,Night,2019,12.0
MapQuest,2,2019-12-02 05:53:33,2019-12-02 06:22:43,40.759575,-74.051849,Jersey City,Hudson,NJ,36.0,30.0,93.0,29.34,8.0,8.0,0.01,Light Rain,Night,2019,12.0
MapQuest,2,2019-12-02 06:00:36,2019-12-02 07:03:38,40.472023,-74.29689,South Amboy,Middlesex,NJ,36.0,31.0,91.0,29.49,7.0,6.0,0.0,Drizzle,Night,2019,12.0
MapQuest,2,2019-12-02 06:12:33,2019-12-02 07:32:30,39.75737,-75.133018,Sewell,Gloucester,NJ,35.0,27.0,89.0,29.48,6.0,10.0,0.0,Light Drizzle,Night,2019,12.0
MapQuest,2,2019-12-02 06:37:26,2019-12-02 07:52:36,40.173286,-74.700066,Bordentown,Burlington,NJ,34.0,26.0,96.0,29.27,6.0,10.0,0.01,Rain,Day,2019,12.0
MapQuest,2,2019-12-02 06:39:27,2019-12-02 07:24:13,40.924416,-74.95904499999999,Blairstown,Warren,NJ,32.0,25.0,92.0,29.07,1.0,8.0,0.01,Light Snow,Day,2019,12.0
MapQuest,3,2019-12-02 06:48:07,2019-12-02 08:03:51,39.868140999999994,-75.102379,Bellmawr,Camden,NJ,35.0,28.0,89.0,29.49,6.0,9.0,0.0,Light Drizzle,Day,2019,12.0
MapQuest,2,2019-12-02 06:54:23,2019-12-02 08:08:54,40.923344,-74.95998399999999,Blairstown,Warren,NJ,32.0,25.0,92.0,29.07,1.0,8.0,0.01,Light Snow,Day,2019,12.0
MapQuest,3,2019-12-02 07:00:49,2019-12-02 09:32:20,39.868140999999994,-75.102379,Bellmawr,Camden,NJ,35.0,28.0,89.0,29.49,6.0,9.0,0.0,Light Drizzle,Day,2019,12.0
MapQuest,3,2019-12-02 07:04:40,2019-12-02 08:55:50,39.868140999999994,-75.102379,Bellmawr,Camden,NJ,35.0,28.0,89.0,29.49,6.0,9.0,0.0,Light Drizzle,Day,2019,12.0
MapQuest,2,2019-12-02 07:12:25,2019-12-02 07:57:16,39.873543,-75.0467,Barrington,Camden,NJ,35.0,28.0,89.0,29.5,3.0,9.0,0.0,Light Drizzle,Day,2019,12.0
MapQuest,3,2019-12-02 07:19:06,2019-12-02 08:33:38,39.876209,-75.101646,Bellmawr,Camden,NJ,35.0,28.0,89.0,29.5,3.0,9.0,0.0,Light Drizzle,Day,2019,12.0
MapQuest,2,2019-12-02 07:20:59,2019-12-02 09:44:06,40.69659,-74.218384,Hillside,Union,NJ,36.0,28.0,93.0,29.49,6.0,13.0,0.0,Light Drizzle,Day,2019,12.0
MapQuest,3,2019-12-02 07:21:48,2019-12-02 08:00:00,40.916824,-74.813194,Hackettstown,Warren,NJ,32.0,25.0,88.0,29.07,0.75,8.0,0.01,Light Snow,Day,2019,12.0
MapQuest,2,2019-12-02 07:22:47,2019-12-02 08:07:35,39.993328000000005,-74.880821,Mount Laurel,Burlington,NJ,36.0,28.0,93.0,29.45,4.0,10.0,0.01,Wintry Mix,Day,2019,12.0
MapQuest,3,2019-12-02 07:33:56,2019-12-02 08:33:55,40.754082000000004,-74.117409,Kearny,Hudson,NJ,35.0,27.0,92.0,29.51,6.0,12.0,0.01,Light Drizzle,Day,2019,12.0
MapQuest,2,2019-12-02 08:01:53,2019-12-02 10:08:26,39.916199,-74.92536199999999,Marlton,Burlington,NJ,36.0,28.0,89.0,29.46,8.0,10.0,0.01,Cloudy,Day,2019,12.0
MapQuest,2,2019-12-02 08:10:41,2019-12-02 08:49:48,40.854679,-73.966858,Fort Lee,Bergen,NJ,34.0,27.0,92.0,29.52,4.0,8.0,0.01,Wintry Mix,Day,2019,12.0
MapQuest,2,2019-12-02 08:22:14,2019-12-02 08:51:43,40.691272999999995,-74.19010899999999,Newark,Essex,NJ,35.0,26.0,92.0,29.51,2.0,14.0,0.02,Wintry Mix,Day,2019,12.0
MapQuest,2,2019-12-02 08:25:02,2019-12-02 10:09:11,40.170212,-74.10125699999999,Belmar,Monmouth,NJ,38.0,31.0,100.0,29.33,2.0,10.0,0.02,Light Rain,Day,2019,12.0
MapQuest,2,2019-12-02 08:42:30,2019-12-02 09:27:17,39.860619,-74.974869,Cherry Hill,Camden,NJ,35.0,29.0,92.0,29.47,4.0,8.0,0.0,Light Snow,Day,2019,12.0
MapQuest,2,2019-12-02 08:53:22,2019-12-02 10:07:04,39.855968,-75.028839,Magnolia,Camden,NJ,35.0,27.0,89.0,29.52,6.0,10.0,0.01,Wintry Mix,Day,2019,12.0
MapQuest,2,2019-12-02 09:49:59,2019-12-02 12:20:36,39.793892,-74.237083,Waretown,Ocean,NJ,,,,29.42,2.0,9.0,0.01,Light Rain,Day,2019,12.0
MapQuest,4,2019-12-02 10:19:24,2019-12-02 12:28:24,40.916012,-74.369629,Montville,Morris,NJ,34.0,28.0,89.0,29.36,1.0,7.0,0.0,Light Snow,Day,2019,12.0
MapQuest,2,2019-12-02 10:28:00,2019-12-02 11:46:06,40.07653,-74.752625,Columbus,Burlington,NJ,36.0,27.0,93.0,29.37,10.0,14.0,0.0,Wintry Mix,Day,2019,12.0
MapQuest,2,2019-12-02 10:36:54,2019-12-02 12:23:19,39.956081,-74.206551,Toms River,Ocean,NJ,,,,29.42,3.0,10.0,0.0,Light Rain,Day,2019,12.0
MapQuest,2,2019-12-02 10:38:13,2019-12-02 12:28:34,39.614585999999996,-74.829178,Hammonton,Atlantic,NJ,37.0,28.0,93.0,29.43,4.0,16.0,0.0,Cloudy,Day,2019,12.0
MapQuest,2,2019-12-02 10:47:43,2019-12-02 12:19:01,40.679108,-74.278366,Kenilworth,Union,NJ,35.0,29.0,89.0,29.51,4.0,8.0,0.0,Drizzle,Day,2019,12.0
MapQuest,3,2019-12-02 10:48:21,2019-12-02 11:49:10,40.843987,-74.346069,East Hanover,Morris,NJ,32.0,25.0,100.0,29.35,1.0,8.0,0.0,Light Snow,Day,2019,12.0
MapQuest,2,2019-12-02 11:15:25,2019-12-02 12:18:25,40.290504,-74.785027,Trenton,Mercer,NJ,33.0,25.0,96.0,29.3,2.0,9.0,0.02,Light Snow,Day,2019,12.0
MapQuest,2,2019-12-02 11:40:10,2019-12-02 12:25:02,39.933815,-75.082054,Merchantville,Camden,NJ,38.0,30.0,83.0,29.42,8.0,13.0,0.0,Cloudy,Day,2019,12.0
MapQuest,3,2019-12-02 12:13:57,2019-12-02 12:43:25,40.79789,-74.264977,West Orange,Essex,NJ,34.0,30.0,92.0,29.34,0.25,5.0,0.04,Snow,Day,2019,12.0
MapQuest,2,2019-12-02 12:20:35,2019-12-02 14:05:15,40.170212,-74.10125699999999,Belmar,Monmouth,NJ,35.0,26.0,100.0,29.33,8.0,14.0,0.01,Light Rain,Day,2019,12.0
MapQuest,2,2019-12-02 12:27:45,2019-12-02 14:15:22,39.988026,-74.209885,Toms River,Ocean,NJ,,,,29.39,9.0,14.0,0.03,Light Snow,Day,2019,12.0
MapQuest,3,2019-12-02 13:15:54,2019-12-02 14:00:31,39.868140999999994,-75.102379,Bellmawr,Camden,NJ,38.0,29.0,83.0,29.48,10.0,15.0,0.0,Cloudy,Day,2019,12.0
MapQuest,2,2019-12-02 13:35:54,2019-12-02 14:05:23,40.527306,-74.29995699999999,Perth Amboy,Middlesex,NJ,33.0,26.0,95.0,29.49,1.0,8.0,0.03,Wintry Mix,Day,2019,12.0
MapQuest,2,2019-12-02 13:53:46,2019-12-02 15:38:26,40.170212,-74.10125699999999,Belmar,Monmouth,NJ,33.0,23.0,96.0,29.3,1.0,15.0,0.01,Light Snow,Day,2019,12.0
MapQuest,2,2019-12-02 14:15:44,2019-12-02 14:44:59,40.739178,-74.06945,Jersey City,Hudson,NJ,33.0,27.0,92.0,29.34,0.5,7.0,0.02,Snow,Day,2019,12.0
MapQuest,2,2019-12-02 14:31:02,2019-12-02 15:30:22,40.349075,-74.476311,Monroe Township,Middlesex,NJ,35.0,26.0,89.0,29.26,10.0,13.0,0.0,Cloudy,Day,2019,12.0
MapQuest,2,2019-12-02 14:42:57,2019-12-02 15:42:33,39.886359999999996,-75.104561,Gloucester City,Camden,NJ,38.0,30.0,76.0,29.48,10.0,13.0,0.0,Cloudy,Day,2019,12.0
MapQuest,3,2019-12-02 14:48:02,2019-12-02 17:18:39,40.699558,-74.104073,Jersey City,Hudson,NJ,33.0,25.0,92.0,29.34,0.5,9.0,0.06,Snow,Day,2019,12.0
MapQuest,2,2019-12-02 15:30:27,2019-12-02 16:00:07,40.79871,-74.189888,Bloomfield,Essex,NJ,34.0,25.0,87.0,29.48,1.0,12.0,0.03,Snow,Day,2019,12.0
MapQuest,2,2019-12-02 15:44:23,2019-12-02 17:49:00,40.283676,-74.0821,Tinton Falls,Monmouth,NJ,34.0,24.0,100.0,29.31,2.0,14.0,0.01,Light Snow,Day,2019,12.0
MapQuest,2,2019-12-02 15:54:55,2019-12-02 16:39:23,40.346798,-74.283051,Morganville,Monmouth,NJ,34.0,24.0,100.0,29.31,2.0,14.0,0.01,Light Snow,Day,2019,12.0
MapQuest,2,2019-12-02 16:14:23,2019-12-02 17:13:51,40.007023,-74.97288499999999,Cinnaminson,Burlington,NJ,38.0,30.0,79.0,29.42,10.0,13.0,0.0,Cloudy,Day,2019,12.0
MapQuest,3,2019-12-02 16:22:02,2019-12-02 16:51:39,40.890636,-74.69899699999999,Netcong,Morris,NJ,33.0,28.0,92.0,29.08,0.75,6.0,0.01,Light Snow,Day,2019,12.0
MapQuest,3,2019-12-02 16:21:22,2019-12-02 16:51:04,40.916824,-74.813194,Hackettstown,Warren,NJ,33.0,28.0,92.0,29.08,0.75,6.0,0.01,Light Snow,Day,2019,12.0
MapQuest,3,2019-12-02 16:27:28,2019-12-02 16:57:07,40.924416,-74.95904499999999,Blairstown,Warren,NJ,34.0,28.0,89.0,29.08,1.0,7.0,0.01,Light Snow,Day,2019,12.0
MapQuest,2,2019-12-02 17:03:56,2019-12-02 17:48:28,39.863144,-75.10058599999999,Bellmawr,Camden,NJ,36.0,28.0,86.0,29.53,10.0,12.0,0.0,Light Rain,Day,2019,12.0
MapQuest,3,2019-12-02 17:12:41,2019-12-02 18:56:52,40.918129,-74.815933,Hackettstown,Warren,NJ,34.0,28.0,89.0,29.1,1.0,7.0,0.01,Light Snow,Night,2019,12.0
MapQuest,3,2019-12-02 17:12:41,2019-12-02 19:11:52,40.915909,-74.812668,Hackettstown,Warren,NJ,34.0,28.0,89.0,29.1,1.0,7.0,0.01,Light Snow,Night,2019,12.0
MapQuest,2,2019-12-02 18:16:47,2019-12-02 19:46:23,40.353146,-74.306976,Englishtown,Monmouth,NJ,33.0,23.0,96.0,29.36,4.0,15.0,0.01,Light Snow,Night,2019,12.0
MapQuest,3,2019-12-03 00:13:33,2019-12-03 01:16:22,40.872616,-73.98107900000001,Leonia,Bergen,NJ,32.0,24.0,85.0,29.53,1.0,10.0,0.0,Light Snow,Night,2019,12.0
MapQuest,2,2019-12-03 05:26:32,2019-12-03 06:15:04,40.077221,-74.867851,Burlington,Burlington,NJ,35.0,24.0,64.0,29.48,10.0,20.0,0.0,Cloudy,Night,2019,12.0
MapQuest,2,2019-12-03 05:44:01,2019-12-03 06:55:22,39.795921,-75.041428,Blackwood,Camden,NJ,36.0,26.0,59.0,29.56,10.0,18.0,0.0,Cloudy,Night,2019,12.0
MapQuest,2,2019-12-03 06:25:02,2019-12-03 07:25:21,39.733398,-75.00882,Sicklerville,Camden,NJ,34.0,25.0,67.0,29.53,10.0,12.0,0.0,Cloudy,Night,2019,12.0
MapQuest,2,2019-12-03 06:49:23,2019-12-03 07:52:54,40.055473,-74.57141899999999,Wrightstown,Burlington,NJ,33.0,22.0,75.0,29.43,10.0,15.0,0.0,Cloudy,Day,2019,12.0
MapQuest,3,2019-12-03 06:47:43,2019-12-03 07:16:45,40.728619,-74.030388,Jersey City,Hudson,NJ,31.0,31.0,82.0,29.38,9.0,3.0,0.0,Light Snow,Day,2019,12.0
MapQuest,3,2019-12-03 06:53:13,2019-12-03 07:21:52,39.868140999999994,-75.102379,Bellmawr,Camden,NJ,34.0,24.0,54.0,29.58,10.0,16.0,0.0,Mostly Cloudy,Day,2019,12.0
MapQuest,2,2019-12-03 07:02:14,2019-12-03 07:30:24,39.900303,-75.110916,Camden,Camden,NJ,34.0,24.0,54.0,29.58,10.0,16.0,0.0,Mostly Cloudy,Day,2019,12.0
MapQuest,2,2019-12-03 07:23:53,2019-12-03 07:53:35,40.831161,-74.97749300000001,Oxford,Warren,NJ,,,,,,,,,Day,2019,12.0
MapQuest,2,2019-12-03 07:29:50,2019-12-03 08:31:42,39.906219,-74.91909,Marlton,Burlington,NJ,33.0,24.0,64.0,29.54,10.0,12.0,0.0,Fair,Day,2019,12.0
MapQuest,2,2019-12-03 07:34:04,2019-12-03 08:36:28,40.083858,-74.760574,Columbus,Burlington,NJ,32.0,22.0,75.0,29.42,10.0,15.0,0.0,Mostly Cloudy,Day,2019,12.0
MapQuest,2,2019-12-03 07:33:33,2019-12-03 08:19:43,40.597275,-74.6231,Bridgewater,Somerset,NJ,30.0,21.0,72.0,29.45,10.0,12.0,0.0,Fair,Day,2019,12.0
MapQuest,2,2019-12-03 07:47:20,2019-12-03 08:48:02,40.083858,-74.760574,Columbus,Burlington,NJ,32.0,21.0,71.0,29.42,10.0,15.0,0.0,Fair,Day,2019,12.0
MapQuest,2,2019-12-03 08:20:19,2019-12-03 09:07:57,40.553841,-74.317871,Metuchen,Middlesex,NJ,31.0,23.0,76.0,29.55,10.0,10.0,0.0,Fair,Day,2019,12.0
MapQuest,2,2019-12-03 08:56:48,2019-12-03 09:26:32,40.886669,-74.562279,Dover,Morris,NJ,30.0,19.0,80.0,29.36,10.0,16.0,0.0,Partly Cloudy,Day,2019,12.0
MapQuest,2,2019-12-03 08:55:18,2019-12-03 09:25:18,40.579097999999995,-74.330978,Iselin,Middlesex,NJ,32.0,22.0,71.0,29.54,10.0,13.0,0.0,Fair,Day,2019,12.0
MapQuest,2,2019-12-03 09:02:58,2019-12-03 09:48:11,40.076778000000004,-74.156357,Brick,Ocean,NJ,31.0,19.0,85.0,29.4,10.0,17.0,0.0,Wintry Mix,Day,2019,12.0
MapQuest,2,2019-12-03 09:05:19,2019-12-03 10:05:15,39.949661,-74.486053,Browns Mills,Burlington,NJ,34.0,25.0,64.0,29.43,10.0,14.0,0.0,Fair,Day,2019,12.0
MapQuest,2,2019-12-03 09:42:34,2019-12-03 10:57:55,39.816563,-75.067635,Blackwood,Camden,NJ,37.0,26.0,42.0,29.6,10.0,21.0,0.0,Fair / Windy,Day,2019,12.0
MapQuest,2,2019-12-03 09:45:24,2019-12-03 10:45:04,40.283676,-74.0821,Tinton Falls,Monmouth,NJ,32.0,22.0,79.0,29.42,10.0,14.0,0.0,Wintry Mix,Day,2019,12.0
MapQuest,2,2019-12-03 10:35:35,2019-12-03 11:33:49,39.830734,-75.002274,Stratford,Camden,NJ,38.0,30.0,48.0,29.56,10.0,13.0,0.0,Fair,Day,2019,12.0
MapQuest,2,2019-12-03 11:04:48,2019-12-03 12:20:23,40.9571,-74.737617,Andover,Sussex,NJ,,,,,,,,,Day,2019,12.0
MapQuest,2,2019-12-03 11:33:28,2019-12-03 12:33:21,40.757088,-74.207306,East Orange,Essex,NJ,35.0,24.0,61.0,29.52,10.0,18.0,0.0,Partly Cloudy,Day,2019,12.0
MapQuest,2,2019-12-03 11:46:53,2019-12-03 12:31:33,40.829479,-74.83129100000001,Hackettstown,Warren,NJ,,,,,,,,,Day,2019,12.0
MapQuest,2,2019-12-03 11:51:29,2019-12-03 12:21:18,40.822948,-75.07869000000001,Belvidere,Warren,NJ,,,,,,,,,Day,2019,12.0
MapQuest,3,2019-12-03 12:10:43,2019-12-03 12:58:44,40.724121000000004,-74.229462,Irvington,Essex,NJ,35.0,24.0,61.0,29.52,10.0,18.0,0.0,Partly Cloudy,Day,2019,12.0
MapQuest,2,2019-12-03 12:53:20,2019-12-03 14:22:45,40.69659,-74.218384,Hillside,Union,NJ,37.0,26.0,59.0,29.5,10.0,23.0,0.0,Partly Cloudy / Windy,Day,2019,12.0
MapQuest,2,2019-12-03 12:56:12,2019-12-03 14:24:02,39.881142,-75.009789,Cherry Hill,Camden,NJ,41.0,34.0,41.0,29.54,10.0,13.0,0.0,Fair,Day,2019,12.0
MapQuest,2,2019-12-03 14:46:50,2019-12-03 15:46:21,41.096329,-74.654404,Lafayette,Sussex,NJ,,,,,,,,,Day,2019,12.0
MapQuest,2,2019-12-03 15:50:52,2019-12-03 17:06:18,40.237179,-74.80304699999999,Trenton,Mercer,NJ,37.0,28.0,42.0,29.37,10.0,14.0,0.0,Fair,Day,2019,12.0
MapQuest,2,2019-12-03 16:04:46,2019-12-03 17:04:27,39.652611,-74.79647800000001,Hammonton,Atlantic,NJ,43.0,35.0,35.0,29.53,10.0,17.0,0.0,Fair,Day,2019,12.0
MapQuest,2,2019-12-03 17:21:40,2019-12-03 18:06:12,39.919292,-75.03439300000001,Cherry Hill,Camden,NJ,38.0,31.0,41.0,29.58,10.0,9.0,0.0,Fair,Night,2019,12.0
MapQuest,3,2019-12-03 18:12:43,2019-12-03 18:57:15,40.797714,-74.467773,Morristown,Morris,NJ,32.0,26.0,75.0,29.42,10.0,7.0,0.0,Fair,Night,2019,12.0
MapQuest,3,2019-12-03 19:05:23,2019-12-03 20:05:03,40.641407,-74.208282,Elizabeth,Union,NJ,32.0,23.0,64.0,29.6,10.0,12.0,0.0,Fair,Night,2019,12.0
MapQuest,3,2019-12-03 19:27:08,2019-12-03 20:28:42,40.659386,-74.286926,Cranford,Union,NJ,32.0,32.0,64.0,29.59,10.0,0.0,0.0,Fair,Night,2019,12.0
MapQuest,3,2019-12-03 20:15:28,2019-12-03 20:44:44,40.852013,-73.954086,Fort Lee,Bergen,NJ,32.0,24.0,61.0,29.57,10.0,9.0,0.0,Fair,Night,2019,12.0
MapQuest,3,2019-12-03 20:36:57,2019-12-03 21:06:00,40.851719,-73.952591,Fort Lee,Bergen,NJ,32.0,23.0,66.0,29.57,10.0,13.0,0.0,Fair,Night,2019,12.0
MapQuest,2,2019-12-04 03:06:55,2019-12-04 04:06:34,40.124851,-74.70011099999999,Bordentown,Burlington,NJ,33.0,33.0,75.0,29.37,10.0,0.0,0.0,Cloudy,Night,2019,12.0
MapQuest,2,2019-12-04 03:05:54,2019-12-04 04:05:38,40.5704,-74.327881,Iselin,Middlesex,NJ,33.0,33.0,73.0,29.58,10.0,0.0,0.0,Cloudy,Night,2019,12.0
MapQuest,2,2019-12-04 05:22:26,2019-12-04 06:25:41,39.78437,-75.366638,Swedesboro,Gloucester,NJ,37.0,29.0,70.0,29.59,10.0,12.0,0.0,Cloudy,Night,2019,12.0
MapQuest,2,2019-12-04 06:46:25,2019-12-04 08:03:34,40.739567,-74.21682,Irvington,Essex,NJ,34.0,27.0,79.0,29.57,10.0,8.0,0.0,Cloudy,Day,2019,12.0
MapQuest,2,2019-12-04 07:03:13,2019-12-04 08:04:05,40.89072,-74.70554399999999,Flanders,Morris,NJ,32.0,32.0,100.0,29.04,3.0,0.0,0.0,Wintry Mix,Day,2019,12.0
MapQuest,2,2019-12-04 07:27:17,2019-12-04 08:14:50,39.828528999999996,-75.124863,Woodbury,Gloucester,NJ,36.0,30.0,82.0,29.59,10.0,8.0,0.0,Light Rain,Day,2019,12.0
MapQuest,2,2019-12-04 07:27:17,2019-12-04 08:14:52,40.484691999999995,-74.475838,Somerset,Somerset,NJ,33.0,33.0,92.0,29.48,4.0,0.0,0.0,Cloudy,Day,2019,12.0
MapQuest,2,2019-12-04 07:37:16,2019-12-04 08:52:54,39.98772,-75.009804,Riverton,Burlington,NJ,38.0,33.0,79.0,29.5,3.0,6.0,0.0,Cloudy,Day,2019,12.0
MapQuest,2,2019-12-04 07:42:39,2019-12-04 08:42:45,39.98798,-75.00990300000001,Riverton,Burlington,NJ,38.0,33.0,79.0,29.5,3.0,6.0,0.0,Cloudy,Day,2019,12.0
MapQuest,3,2019-12-04 08:32:48,2019-12-04 09:00:58,39.868140999999994,-75.102379,Bellmawr,Camden,NJ,37.0,30.0,79.0,29.59,10.0,10.0,0.0,Mostly Cloudy,Day,2019,12.0
MapQuest,3,2019-12-04 08:31:29,2019-12-04 09:33:18,39.874092,-75.101608,Bellmawr,Camden,NJ,37.0,30.0,79.0,29.59,10.0,10.0,0.0,Mostly Cloudy,Day,2019,12.0
MapQuest,2,2019-12-04 09:59:03,2019-12-04 12:16:41,40.734734,-74.12554899999999,Newark,Essex,NJ,37.0,29.0,82.0,29.57,7.0,12.0,0.0,Cloudy,Day,2019,12.0
MapQuest,2,2019-12-04 10:35:53,2019-12-04 11:52:02,40.936199,-74.1362,Fair Lawn,Bergen,NJ,38.0,33.0,73.0,29.55,8.0,6.0,0.0,Cloudy,Day,2019,12.0
MapQuest,2,2019-12-04 10:38:15,2019-12-04 11:23:52,40.847832000000004,-74.82399699999999,Hackettstown,Warren,NJ,32.0,32.0,100.0,29.04,3.0,0.0,0.0,Wintry Mix,Day,2019,12.0
MapQuest,3,2019-12-04 11:17:25,2019-12-04 11:46:56,40.853355,-73.96264599999999,Fort Lee,Bergen,NJ,38.0,33.0,73.0,29.55,8.0,6.0,0.0,Cloudy,Day,2019,12.0
MapQuest,3,2019-12-04 12:40:13,2019-12-04 13:54:51,40.477936,-74.406601,East Brunswick,Middlesex,NJ,37.0,34.0,80.0,29.53,10.0,5.0,0.0,Cloudy,Day,2019,12.0
MapQuest,2,2019-12-04 12:42:00,2019-12-04 13:26:18,39.933921999999995,-75.081917,Merchantville,Camden,NJ,43.0,39.0,58.0,29.42,10.0,6.0,0.0,Cloudy,Day,2019,12.0
MapQuest,2,2019-12-04 14:44:43,2019-12-04 15:29:41,40.82486,-74.009102,Ridgefield,Bergen,NJ,38.0,33.0,73.0,29.49,10.0,7.0,0.0,Cloudy,Day,2019,12.0
MapQuest,3,2019-12-04 15:38:18,2019-12-04 16:23:06,39.946018,-75.114738,Camden,Camden,NJ,43.0,36.0,56.0,29.5,10.0,14.0,0.0,Cloudy,Day,2019,12.0
MapQuest,2,2019-12-04 15:52:42,2019-12-04 16:22:23,40.659386,-74.286926,Cranford,Union,NJ,39.0,39.0,74.0,29.5,10.0,0.0,0.0,Cloudy,Day,2019,12.0
MapQuest,3,2019-12-04 16:02:52,2019-12-04 17:17:29,40.553738,-74.486046,Piscataway,Middlesex,NJ,39.0,39.0,76.0,29.39,8.0,0.0,0.0,Cloudy,Day,2019,12.0
MapQuest,2,2019-12-04 16:18:42,2019-12-04 17:03:24,40.844868,-74.078857,Wood Ridge,Bergen,NJ,38.0,31.0,73.0,29.49,9.0,10.0,0.0,Cloudy,Day,2019,12.0
MapQuest,3,2019-12-04 16:20:25,2019-12-04 16:50:05,39.875351,-75.049408,Barrington,Camden,NJ,41.0,34.0,70.0,29.51,10.0,12.0,0.0,Light Rain,Day,2019,12.0
MapQuest,2,2019-12-04 16:46:57,2019-12-04 17:46:40,40.879471,-74.62751800000001,Kenvil,Morris,NJ,32.0,32.0,100.0,29.04,3.0,0.0,0.0,Wintry Mix,Day,2019,12.0
MapQuest,2,2019-12-04 15:32:25,2019-12-04 17:31:49,40.266159,-74.50200699999999,Hightstown,Mercer,NJ,40.0,40.0,68.0,29.29,10.0,0.0,0.0,Cloudy,Day,2019,12.0
MapQuest,2,2019-12-04 18:08:01,2019-12-04 18:52:35,41.009701,-74.10635400000001,Waldwick,Bergen,NJ,38.0,34.0,73.0,29.52,10.0,5.0,0.0,Fair,Night,2019,12.0
MapQuest,3,2019-12-04 18:40:16,2019-12-04 19:24:55,40.187649,-74.691986,Trenton,Mercer,NJ,37.0,33.0,89.0,29.32,7.0,5.0,0.0,Light Rain,Night,2019,12.0
MapQuest,2,2019-12-04 18:50:53,2019-12-04 19:50:26,41.032589,-74.111153,Saddle River,Bergen,NJ,38.0,33.0,76.0,29.52,10.0,6.0,0.0,Cloudy,Night,2019,12.0
MapQuest,3,2019-12-04 19:16:00,2019-12-04 20:44:58,39.614239000000005,-74.826927,Hammonton,Atlantic,NJ,39.0,36.0,82.0,29.52,8.0,5.0,0.01,Light Rain,Night,2019,12.0
MapQuest,3,2019-12-05 00:59:36,2019-12-05 03:48:19,40.901962,-74.136154,Paterson,Passaic,NJ,36.0,32.0,82.0,29.52,9.0,5.0,0.0,Fair,Night,2019,12.0
MapQuest,2,2019-12-05 06:07:28,2019-12-05 07:57:18,40.283561999999996,-74.696732,Lawrence Township,Mercer,NJ,35.0,29.0,82.0,29.45,10.0,7.0,0.0,Fair,Night,2019,12.0
MapQuest,2,2019-12-05 06:54:24,2019-12-05 07:39:07,40.642002000000005,-74.288857,Cranford,Union,NJ,37.0,30.0,79.0,29.67,10.0,9.0,0.0,Mostly Cloudy,Day,2019,12.0
MapQuest,2,2019-12-05 07:13:04,2019-12-05 08:43:57,40.283561999999996,-74.696732,Lawrence Township,Mercer,NJ,36.0,30.0,79.0,29.48,10.0,7.0,0.0,Cloudy,Day,2019,12.0
MapQuest,4,2019-12-05 07:12:10,2019-12-05 09:28:33,40.705315,-74.24678,Union,Union,NJ,37.0,29.0,79.0,29.67,10.0,13.0,0.0,Mostly Cloudy,Day,2019,12.0
MapQuest,3,2019-12-05 07:41:33,2019-12-05 09:28:39,40.527599,-74.27248399999999,Perth Amboy,Middlesex,NJ,37.0,30.0,81.0,29.69,10.0,8.0,0.0,Mostly Cloudy,Day,2019,12.0
MapQuest,2,2019-12-05 08:11:39,2019-12-05 09:27:41,40.472023,-74.29689,South Amboy,Middlesex,NJ,37.0,31.0,78.0,29.71,10.0,8.0,0.0,Fair,Day,2019,12.0
MapQuest,2,2019-12-05 08:29:41,2019-12-05 09:14:24,40.179932,-74.099648,Neptune,Monmouth,NJ,39.0,31.0,76.0,29.6,10.0,15.0,0.0,Partly Cloudy,Day,2019,12.0
MapQuest,3,2019-12-05 08:49:29,2019-12-05 09:18:41,40.896778000000005,-74.222099,Totowa,Passaic,NJ,39.0,32.0,70.0,29.55,10.0,10.0,0.0,Fair,Day,2019,12.0
